instance_id,n,lenw,total_length,length_imbalance,length_variance,generator_skew
622,4,7,19,3,2.25,0.47368421052631576
623,4,7,19,3,2.25,0.47368421052631576
624,4,7,19,3,2.25,0.47368421052631576
625,4,7,19,3,2.25,0.47368421052631576
626,4,7,19,3,2.25,0.47368421052631576
627,4,7,19,3,2.25,0.47368421052631576
628,4,7,19,3,2.25,0.47368421052631576
629,4,7,19,3,2.25,0.47368421052631576
630,4,7,19,3,2.25,0.47368421052631576
631,4,7,19,3,2.25,0.6842105263157895
632,4,7,19,3,2.25,0.47368421052631576
633,4,7,19,3,2.25,0.47368421052631576
634,4,7,19,3,2.25,0.47368421052631576
635,4,7,19,3,2.25,0.47368421052631576
636,4,7,19,3,2.25,0.47368421052631576
637,4,7,19,3,2.25,0.47368421052631576
638,4,7,19,3,2.25,0.2631578947368421
639,4,7,19,3,2.25,0.2631578947368421
640,4,7,19,3,2.25,0.2631578947368421
641,4,7,19,3,2.25,0.2631578947368421
642,4,7,19,3,2.25,0.47368421052631576
643,4,7,19,3,2.25,0.47368421052631576
644,4,7,19,3,2.25,0.47368421052631576
645,4,7,19,3,2.25,0.47368421052631576
646,4,7,19,3,2.25,0.47368421052631576
647,4,7,19,3,2.25,0.47368421052631576
648,4,7,19,3,2.25,0.2631578947368421
649,4,7,19,3,2.25,0.2631578947368421
650,4,7,19,3,2.25,0.2631578947368421
651,4,7,19,3,2.25,0.2631578947368421
652,4,7,19,3,2.25,0.2631578947368421
653,4,7,19,3,2.25,0.2631578947368421
654,4,7,19,3,2.25,0.2631578947368421
655,4,7,19,3,2.25,0.2631578947368421
656,4,7,19,3,2.25,0.2631578947368421
657,4,7,19,3,2.25,0.2631578947368421
658,4,7,19,3,2.25,0.47368421052631576
659,4,7,19,3,2.25,0.47368421052631576
660,4,7,19,3,2.25,0.2631578947368421
661,4,7,19,3,2.25,0.2631578947368421
662,4,7,19,3,2.25,0.47368421052631576
663,4,7,19,3,2.25,0.47368421052631576
664,4,7,19,3,2.25,0.47368421052631576
665,4,7,19,3,2.25,0.47368421052631576
666,4,7,19,3,2.25,0.47368421052631576
667,4,7,19,3,2.25,0.47368421052631576
668,4,7,19,3,2.25,0.47368421052631576
669,4,7,19,3,2.25,0.47368421052631576
670,4,7,19,3,2.25,0.47368421052631576
671,4,7,19,3,2.25,0.47368421052631576
672,4,7,19,3,2.25,0.47368421052631576
673,4,7,19,3,2.25,0.47368421052631576
674,4,7,19,3,2.25,0.47368421052631576
675,4,7,19,3,2.25,0.47368421052631576
676,4,7,19,3,2.25,0.47368421052631576
677,4,7,19,3,2.25,0.47368421052631576
678,4,7,19,3,2.25,0.47368421052631576
679,4,7,19,3,2.25,0.47368421052631576
680,4,7,19,3,2.25,0.6842105263157895
681,5,1,15,11,30.25,0.6
682,5,1,15,11,30.25,0.6
683,5,2,16,10,25.0,0.625
684,5,2,16,10,25.0,0.625
685,5,3,17,9,20.25,0.6470588235294118
686,5,3,17,9,20.25,0.6470588235294118
687,5,4,18,8,16.0,0.4444444444444444
688,5,4,18,8,16.0,0.4444444444444444
689,5,4,18,8,16.0,0.6666666666666666
690,5,4,18,8,16.0,0.4444444444444444
691,5,4,18,8,16.0,0.4444444444444444
692,5,4,18,8,16.0,0.6666666666666666
693,5,5,19,7,12.25,0.47368421052631576
694,5,5,19,7,12.25,0.47368421052631576
695,5,5,19,7,12.25,0.47368421052631576
696,5,5,19,7,12.25,0.47368421052631576
697,5,5,19,7,12.25,0.47368421052631576
698,5,5,19,7,12.25,0.47368421052631576
699,5,5,19,7,12.25,0.47368421052631576
700,5,5,19,7,12.25,0.47368421052631576
701,5,5,19,7,12.25,0.6842105263157895
702,5,5,19,7,12.25,0.47368421052631576
703,5,5,19,7,12.25,0.47368421052631576
704,5,5,19,7,12.25,0.47368421052631576
705,5,5,19,7,12.25,0.47368421052631576
706,5,5,19,7,12.25,0.47368421052631576
707,5,5,19,7,12.25,0.47368421052631576
708,5,5,19,7,12.25,0.47368421052631576
709,5,5,19,7,12.25,0.47368421052631576
710,5,5,19,7,12.25,0.6842105263157895
711,5,6,20,6,9.0,0.3
712,5,6,20,6,9.0,0.3
713,5,6,20,6,9.0,0.5
714,5,6,20,6,9.0,0.5
715,5,6,20,6,9.0,0.5
716,5,6,20,6,9.0,0.5
717,5,6,20,6,9.0,0.5
718,5,6,20,6,9.0,0.5
719,5,6,20,6,9.0,0.5
720,5,6,20,6,9.0,0.5
721,5,6,20,6,9.0,0.5
722,5,6,20,6,9.0,0.5
723,5,6,20,6,9.0,0.5
724,5,6,20,6,9.0,0.5
725,5,6,20,6,9.0,0.5
726,5,6,20,6,9.0,0.5
727,5,6,20,6,9.0,0.5
728,5,6,20,6,9.0,0.5
729,5,6,20,6,9.0,0.5
730,5,6,20,6,9.0,0.5
731,5,6,20,6,9.0,0.7
732,5,6,20,6,9.0,0.5
733,5,6,20,6,9.0,0.5
734,5,6,20,6,9.0,0.5
735,5,6,20,6,9.0,0.5
736,5,6,20,6,9.0,0.5
737,5,6,20,6,9.0,0.5
738,5,6,20,6,9.0,0.3
739,5,6,20,6,9.0,0.3
740,5,6,20,6,9.0,0.5
741,5,6,20,6,9.0,0.5
742,5,6,20,6,9.0,0.5
743,5,6,20,6,9.0,0.5
744,5,6,20,6,9.0,0.5
745,5,6,20,6,9.0,0.5
746,5,6,20,6,9.0,0.5
747,5,6,20,6,9.0,0.5
748,5,6,20,6,9.0,0.5
749,5,6,20,6,9.0,0.5
750,5,6,20,6,9.0,0.5
751,5,6,20,6,9.0,0.5
752,5,6,20,6,9.0,0.7
753,5,7,21,5,6.25,0.3333333333333333
754,5,7,21,5,6.25,0.3333333333333333
755,5,7,21,5,6.25,0.3333333333333333
756,5,7,21,5,6.25,0.3333333333333333
757,5,7,21,5,6.25,0.3333333333333333
758,5,7,21,5,6.25,0.3333333333333333
759,5,7,21,5,6.25,0.3333333333333333
760,5,7,21,5,6.25,0.3333333333333333
761,5,7,21,5,6.25,0.3333333333333333
762,5,7,21,5,6.25,0.3333333333333333
763,5,7,21,5,6.25,0.3333333333333333
764,5,7,21,5,6.25,0.3333333333333333
765,5,7,21,5,6.25,0.5238095238095238
766,5,7,21,5,6.25,0.5238095238095238
767,5,7,21,5,6.25,0.5238095238095238
768,5,7,21,5,6.25,0.5238095238095238
769,5,7,21,5,6.25,0.5238095238095238
770,5,7,21,5,6.25,0.5238095238095238
771,5,7,21,5,6.25,0.5238095238095238
772,5,7,21,5,6.25,0.3333333333333333
773,5,7,21,5,6.25,0.3333333333333333
774,5,7,21,5,6.25,0.5238095238095238
775,5,7,21,5,6.25,0.5238095238095238
776,5,7,21,5,6.25,0.5238095238095238
777,5,7,21,5,6.25,0.5238095238095238
778,5,7,21,5,6.25,0.5238095238095238
779,5,7,21,5,6.25,0.5238095238095238
780,5,7,21,5,6.25,0.5238095238095238
781,5,7,21,5,6.25,0.3333333333333333
782,5,7,21,5,6.25,0.3333333333333333
783,5,7,21,5,6.25,0.5238095238095238
784,5,7,21,5,6.25,0.5238095238095238
785,5,7,21,5,6.25,0.5238095238095238
786,5,7,21,5,6.25,0.5238095238095238
787,5,7,21,5,6.25,0.5238095238095238
788,5,7,21,5,6.25,0.5238095238095238
789,5,7,21,5,6.25,0.5238095238095238
790,5,7,21,5,6.25,0.5238095238095238
791,5,7,21,5,6.25,0.5238095238095238
792,5,7,21,5,6.25,0.5238095238095238
793,5,7,21,5,6.25,0.5238095238095238
794,5,7,21,5,6.25,0.5238095238095238
795,5,7,21,5,6.25,0.5238095238095238
796,5,7,21,5,6.25,0.5238095238095238
797,5,7,21,5,6.25,0.5238095238095238
798,5,7,21,5,6.25,0.5238095238095238
799,5,7,21,5,6.25,0.5238095238095238
800,5,7,21,5,6.25,0.5238095238095238
801,5,7,21,5,6.25,0.7142857142857143
802,5,7,21,5,6.25,0.5238095238095238
803,5,7,21,5,6.25,0.5238095238095238
804,5,7,21,5,6.25,0.5238095238095238
805,5,7,21,5,6.25,0.5238095238095238
806,5,7,21,5,6.25,0.5238095238095238
807,5,7,21,5,6.25,0.5238095238095238
808,5,7,21,5,6.25,0.3333333333333333
809,5,7,21,5,6.25,0.3333333333333333
810,5,7,21,5,6.25,0.3333333333333333
811,5,7,21,5,6.25,0.3333333333333333
812,5,7,21,5,6.25,0.5238095238095238
813,5,7,21,5,6.25,0.5238095238095238
814,5,7,21,5,6.25,0.5238095238095238
815,5,7,21,5,6.25,0.5238095238095238
816,5,7,21,5,6.25,0.5238095238095238
817,5,7,21,5,6.25,0.5238095238095238
818,5,7,21,5,6.25,0.3333333333333333
819,5,7,21,5,6.25,0.3333333333333333
820,5,7,21,5,6.25,0.3333333333333333
821,5,7,21,5,6.25,0.3333333333333333
822,5,7,21,5,6.25,0.3333333333333333
823,5,7,21,5,6.25,0.3333333333333333
824,5,7,21,5,6.25,0.3333333333333333
825,5,7,21,5,6.25,0.3333333333333333
826,5,7,21,5,6.25,0.3333333333333333
827,5,7,21,5,6.25,0.3333333333333333
828,5,7,21,5,6.25,0.5238095238095238
829,5,7,21,5,6.25,0.5238095238095238
830,5,7,21,5,6.25,0.3333333333333333
831,5,7,21,5,6.25,0.3333333333333333
832,5,7,21,5,6.25,0.5238095238095238
833,5,7,21,5,6.25,0.5238095238095238
834,5,7,21,5,6.25,0.5238095238095238
835,5,7,21,5,6.25,0.5238095238095238
836,5,7,21,5,6.25,0.5238095238095238
837,5,7,21,5,6.25,0.5238095238095238
838,5,7,21,5,6.25,0.5238095238095238
839,5,7,21,5,6.25,0.5238095238095238
840,5,7,21,5,6.25,0.5238095238095238
841,5,7,21,5,6.25,0.5238095238095238
842,5,7,21,5,6.25,0.5238095238095238
843,5,7,21,5,6.25,0.5238095238095238
844,5,7,21,5,6.25,0.5238095238095238
845,5,7,21,5,6.25,0.5238095238095238
846,5,7,21,5,6.25,0.5238095238095238
847,5,7,21,5,6.25,0.5238095238095238
848,5,7,21,5,6.25,0.5238095238095238
849,5,7,21,5,6.25,0.5238095238095238
850,5,7,21,5,6.25,0.7142857142857143
851,6,1,17,13,42.25,0.6470588235294118
852,6,1,17,13,42.25,0.6470588235294118
853,6,2,18,12,36.0,0.6666666666666666
854,6,2,18,12,36.0,0.6666666666666666
855,6,3,19,11,30.25,0.6842105263157895
856,6,3,19,11,30.25,0.6842105263157895
857,6,4,20,10,25.0,0.5
858,6,4,20,10,25.0,0.5
859,6,4,20,10,25.0,0.7
860,6,4,20,10,25.0,0.5
861,6,4,20,10,25.0,0.5
862,6,4,20,10,25.0,0.7
863,6,5,21,9,20.25,0.5238095238095238
864,6,5,21,9,20.25,0.5238095238095238
865,6,5,21,9,20.25,0.5238095238095238
866,6,5,21,9,20.25,0.5238095238095238
867,6,5,21,9,20.25,0.5238095238095238
868,6,5,21,9,20.25,0.5238095238095238
869,6,5,21,9,20.25,0.5238095238095238
870,6,5,21,9,20.25,0.5238095238095238
871,6,5,21,9,20.25,0.7142857142857143
872,6,5,21,9,20.25,0.5238095238095238
873,6,5,21,9,20.25,0.5238095238095238
874,6,5,21,9,20.25,0.5238095238095238
875,6,5,21,9,20.25,0.5238095238095238
876,6,5,21,9,20.25,0.5238095238095238
877,6,5,21,9,20.25,0.5238095238095238
878,6,5,21,9,20.25,0.5238095238095238
879,6,5,21,9,20.25,0.5238095238095238
880,6,5,21,9,20.25,0.7142857142857143
881,6,6,22,8,16.0,0.36363636363636365
882,6,6,22,8,16.0,0.36363636363636365
883,6,6,22,8,16.0,0.5454545454545454
884,6,6,22,8,16.0,0.5454545454545454
885,6,6,22,8,16.0,0.5454545454545454
886,6,6,22,8,16.0,0.5454545454545454
887,6,6,22,8,16.0,0.5454545454545454
888,6,6,22,8,16.0,0.5454545454545454
889,6,6,22,8,16.0,0.5454545454545454
890,6,6,22,8,16.0,0.5454545454545454
891,6,6,22,8,16.0,0.5454545454545454
892,6,6,22,8,16.0,0.5454545454545454
893,6,6,22,8,16.0,0.5454545454545454
894,6,6,22,8,16.0,0.5454545454545454
895,6,6,22,8,16.0,0.5454545454545454
896,6,6,22,8,16.0,0.5454545454545454
897,6,6,22,8,16.0,0.5454545454545454
898,6,6,22,8,16.0,0.5454545454545454
899,6,6,22,8,16.0,0.5454545454545454
900,6,6,22,8,16.0,0.5454545454545454
901,6,6,22,8,16.0,0.7272727272727273
902,6,6,22,8,16.0,0.5454545454545454
903,6,6,22,8,16.0,0.5454545454545454
904,6,6,22,8,16.0,0.5454545454545454
905,6,6,22,8,16.0,0.5454545454545454
906,6,6,22,8,16.0,0.5454545454545454
907,6,6,22,8,16.0,0.5454545454545454
908,6,6,22,8,16.0,0.36363636363636365
909,6,6,22,8,16.0,0.36363636363636365
910,6,6,22,8,16.0,0.5454545454545454
911,6,6,22,8,16.0,0.5454545454545454
912,6,6,22,8,16.0,0.5454545454545454
913,6,6,22,8,16.0,0.5454545454545454
914,6,6,22,8,16.0,0.5454545454545454
915,6,6,22,8,16.0,0.5454545454545454
916,6,6,22,8,16.0,0.5454545454545454
917,6,6,22,8,16.0,0.5454545454545454
918,6,6,22,8,16.0,0.5454545454545454
919,6,6,22,8,16.0,0.5454545454545454
920,6,6,22,8,16.0,0.5454545454545454
921,6,6,22,8,16.0,0.5454545454545454
922,6,6,22,8,16.0,0.7272727272727273
923,6,7,23,7,12.25,0.391304347826087
924,6,7,23,7,12.25,0.391304347826087
925,6,7,23,7,12.25,0.391304347826087
926,6,7,23,7,12.25,0.391304347826087
927,6,7,23,7,12.25,0.391304347826087
928,6,7,23,7,12.25,0.391304347826087
929,6,7,23,7,12.25,0.391304347826087
930,6,7,23,7,12.25,0.391304347826087
931,6,7,23,7,12.25,0.391304347826087
932,6,7,23,7,12.25,0.391304347826087
933,6,7,23,7,12.25,0.391304347826087
934,6,7,23,7,12.25,0.391304347826087
935,6,7,23,7,12.25,0.5652173913043478
936,6,7,23,7,12.25,0.5652173913043478
937,6,7,23,7,12.25,0.5652173913043478
938,6,7,23,7,12.25,0.5652173913043478
939,6,7,23,7,12.25,0.5652173913043478
940,6,7,23,7,12.25,0.5652173913043478
941,6,7,23,7,12.25,0.5652173913043478
942,6,7,23,7,12.25,0.391304347826087
943,6,7,23,7,12.25,0.391304347826087
944,6,7,23,7,12.25,0.5652173913043478
945,6,7,23,7,12.25,0.5652173913043478
946,6,7,23,7,12.25,0.5652173913043478
947,6,7,23,7,12.25,0.5652173913043478
948,6,7,23,7,12.25,0.5652173913043478
949,6,7,23,7,12.25,0.5652173913043478
950,6,7,23,7,12.25,0.5652173913043478
951,6,7,23,7,12.25,0.391304347826087
952,6,7,23,7,12.25,0.391304347826087
953,6,7,23,7,12.25,0.5652173913043478
954,6,7,23,7,12.25,0.5652173913043478
955,6,7,23,7,12.25,0.5652173913043478
956,6,7,23,7,12.25,0.5652173913043478
957,6,7,23,7,12.25,0.5652173913043478
958,6,7,23,7,12.25,0.5652173913043478
959,6,7,23,7,12.25,0.5652173913043478
960,6,7,23,7,12.25,0.5652173913043478
961,6,7,23,7,12.25,0.5652173913043478
962,6,7,23,7,12.25,0.5652173913043478
963,6,7,23,7,12.25,0.5652173913043478
964,6,7,23,7,12.25,0.5652173913043478
965,6,7,23,7,12.25,0.5652173913043478
966,6,7,23,7,12.25,0.5652173913043478
967,6,7,23,7,12.25,0.5652173913043478
968,6,7,23,7,12.25,0.5652173913043478
969,6,7,23,7,12.25,0.5652173913043478
970,6,7,23,7,12.25,0.5652173913043478
971,6,7,23,7,12.25,0.7391304347826086
972,6,7,23,7,12.25,0.5652173913043478
973,6,7,23,7,12.25,0.5652173913043478
974,6,7,23,7,12.25,0.5652173913043478
975,6,7,23,7,12.25,0.5652173913043478
976,6,7,23,7,12.25,0.5652173913043478
977,6,7,23,7,12.25,0.5652173913043478
978,6,7,23,7,12.25,0.391304347826087
979,6,7,23,7,12.25,0.391304347826087
980,6,7,23,7,12.25,0.391304347826087
981,6,7,23,7,12.25,0.391304347826087
982,6,7,23,7,12.25,0.5652173913043478
983,6,7,23,7,12.25,0.5652173913043478
984,6,7,23,7,12.25,0.5652173913043478
985,6,7,23,7,12.25,0.5652173913043478
986,6,7,23,7,12.25,0.5652173913043478
987,6,7,23,7,12.25,0.5652173913043478
988,6,7,23,7,12.25,0.391304347826087
989,6,7,23,7,12.25,0.391304347826087
990,6,7,23,7,12.25,0.391304347826087
991,6,7,23,7,12.25,0.391304347826087
992,6,7,23,7,12.25,0.391304347826087
993,6,7,23,7,12.25,0.391304347826087
994,6,7,23,7,12.25,0.391304347826087
995,6,7,23,7,12.25,0.391304347826087
996,6,7,23,7,12.25,0.391304347826087
997,6,7,23,7,12.25,0.391304347826087
998,6,7,23,7,12.25,0.5652173913043478
999,6,7,23,7,12.25,0.5652173913043478
1000,6,7,23,7,12.25,0.391304347826087
1001,6,7,23,7,12.25,0.391304347826087
1002,6,7,23,7,12.25,0.5652173913043478
1003,6,7,23,7,12.25,0.5652173913043478
1004,6,7,23,7,12.25,0.5652173913043478
1005,6,7,23,7,12.25,0.5652173913043478
1006,6,7,23,7,12.25,0.5652173913043478
1007,6,7,23,7,12.25,0.5652173913043478
1008,6,7,23,7,12.25,0.5652173913043478
1009,6,7,23,7,12.25,0.5652173913043478
1010,6,7,23,7,12.25,0.5652173913043478
1011,6,7,23,7,12.25,0.5652173913043478
1012,6,7,23,7,12.25,0.5652173913043478
1013,6,7,23,7,12.25,0.5652173913043478
1014,6,7,23,7,12.25,0.5652173913043478
1015,6,7,23,7,12.25,0.5652173913043478
1016,6,7,23,7,12.25,0.5652173913043478
1017,6,7,23,7,12.25,0.5652173913043478
1018,6,7,23,7,12.25,0.5652173913043478
1019,6,7,23,7,12.25,0.5652173913043478
1020,6,7,23,7,12.25,0.7391304347826086
1021,7,1,19,15,56.25,0.6842105263157895
1022,7,1,19,15,56.25,0.6842105263157895
1023,7,2,20,14,49.0,0.7
1024,7,2,20,14,49.0,0.7
1025,7,3,21,13,42.25,0.7142857142857143
1026,7,3,21,13,42.25,0.7142857142857143
1027,7,4,22,12,36.0,0.5454545454545454
1028,7,4,22,12,36.0,0.5454545454545454
1029,7,4,22,12,36.0,0.7272727272727273
1030,7,4,22,12,36.0,0.5454545454545454
1031,7,4,22,12,36.0,0.5454545454545454
1032,7,4,22,12,36.0,0.7272727272727273
1033,7,5,23,11,30.25,0.5652173913043478
1034,7,5,23,11,30.25,0.5652173913043478
1035,7,5,23,11,30.25,0.5652173913043478
1036,7,5,23,11,30.25,0.5652173913043478
1037,7,5,23,11,30.25,0.5652173913043478
1038,7,5,23,11,30.25,0.5652173913043478
1039,7,5,23,11,30.25,0.5652173913043478
1040,7,5,23,11,30.25,0.5652173913043478
1041,7,5,23,11,30.25,0.7391304347826086
1042,7,5,23,11,30.25,0.5652173913043478
1043,7,5,23,11,30.25,0.5652173913043478
1044,7,5,23,11,30.25,0.5652173913043478
1045,7,5,23,11,30.25,0.5652173913043478
1046,7,5,23,11,30.25,0.5652173913043478
1047,7,5,23,11,30.25,0.5652173913043478
1048,7,5,23,11,30.25,0.5652173913043478
1049,7,5,23,11,30.25,0.5652173913043478
1050,7,5,23,11,30.25,0.7391304347826086
1051,7,6,24,10,25.0,0.4166666666666667
1052,7,6,24,10,25.0,0.4166666666666667
1053,7,6,24,10,25.0,0.5833333333333334
1054,7,6,24,10,25.0,0.5833333333333334
1055,7,6,24,10,25.0,0.5833333333333334
1056,7,6,24,10,25.0,0.5833333333333334
1057,7,6,24,10,25.0,0.5833333333333334
1058,7,6,24,10,25.0,0.5833333333333334
1059,7,6,24,10,25.0,0.5833333333333334
1060,7,6,24,10,25.0,0.5833333333333334
1061,7,6,24,10,25.0,0.5833333333333334
1062,7,6,24,10,25.0,0.5833333333333334
1063,7,6,24,10,25.0,0.5833333333333334
1064,7,6,24,10,25.0,0.5833333333333334
1065,7,6,24,10,25.0,0.5833333333333334
1066,7,6,24,10,25.0,0.5833333333333334
1067,7,6,24,10,25.0,0.5833333333333334
1068,7,6,24,10,25.0,0.5833333333333334
1069,7,6,24,10,25.0,0.5833333333333334
1070,7,6,24,10,25.0,0.5833333333333334
1071,7,6,24,10,25.0,0.75
1072,7,6,24,10,25.0,0.5833333333333334
1073,7,6,24,10,25.0,0.5833333333333334
1074,7,6,24,10,25.0,0.5833333333333334
1075,7,6,24,10,25.0,0.5833333333333334
1076,7,6,24,10,25.0,0.5833333333333334
1077,7,6,24,10,25.0,0.5833333333333334
1078,7,6,24,10,25.0,0.4166666666666667
1079,7,6,24,10,25.0,0.4166666666666667
1080,7,6,24,10,25.0,0.5833333333333334
1081,7,6,24,10,25.0,0.5833333333333334
1082,7,6,24,10,25.0,0.5833333333333334
1083,7,6,24,10,25.0,0.5833333333333334
1084,7,6,24,10,25.0,0.5833333333333334
1085,7,6,24,10,25.0,0.5833333333333334
1086,7,6,24,10,25.0,0.5833333333333334
1087,7,6,24,10,25.0,0.5833333333333334
1088,7,6,24,10,25.0,0.5833333333333334
1089,7,6,24,10,25.0,0.5833333333333334
1090,7,6,24,10,25.0,0.5833333333333334
1091,7,6,24,10,25.0,0.5833333333333334
1092,7,6,24,10,25.0,0.75
1093,7,7,25,9,20.25,0.44
1094,7,7,25,9,20.25,0.44
1095,7,7,25,9,20.25,0.44
1096,7,7,25,9,20.25,0.44
1097,7,7,25,9,20.25,0.44
1098,7,7,25,9,20.25,0.44
1099,7,7,25,9,20.25,0.44
1100,7,7,25,9,20.25,0.44
1101,7,7,25,9,20.25,0.44
1102,7,7,25,9,20.25,0.44
1103,7,7,25,9,20.25,0.44
1104,7,7,25,9,20.25,0.44
1105,7,7,25,9,20.25,0.6
1106,7,7,25,9,20.25,0.6
1107,7,7,25,9,20.25,0.6
1108,7,7,25,9,20.25,0.6
1109,7,7,25,9,20.25,0.6
1110,7,7,25,9,20.25,0.6
1111,7,7,25,9,20.25,0.6
1112,7,7,25,9,20.25,0.44
1113,7,7,25,9,20.25,0.44
1114,7,7,25,9,20.25,0.6
1115,7,7,25,9,20.25,0.6
1116,7,7,25,9,20.25,0.6
1117,7,7,25,9,20.25,0.6
1118,7,7,25,9,20.25,0.6
1119,7,7,25,9,20.25,0.6
1120,7,7,25,9,20.25,0.6
1121,7,7,25,9,20.25,0.44
1122,7,7,25,9,20.25,0.44
1123,7,7,25,9,20.25,0.6
1124,7,7,25,9,20.25,0.6
1125,7,7,25,9,20.25,0.6
1126,7,7,25,9,20.25,0.6
1127,7,7,25,9,20.25,0.6
1128,7,7,25,9,20.25,0.6
1129,7,7,25,9,20.25,0.6
1130,7,7,25,9,20.25,0.6
1131,7,7,25,9,20.25,0.6
1132,7,7,25,9,20.25,0.6
1133,7,7,25,9,20.25,0.6
1134,7,7,25,9,20.25,0.6
1135,7,7,25,9,20.25,0.6
1136,7,7,25,9,20.25,0.6
1137,7,7,25,9,20.25,0.6
1138,7,7,25,9,20.25,0.6
1139,7,7,25,9,20.25,0.6
1140,7,7,25,9,20.25,0.6
1141,7,7,25,9,20.25,0.76
1142,7,7,25,9,20.25,0.6
1143,7,7,25,9,20.25,0.6
1144,7,7,25,9,20.25,0.6
1145,7,7,25,9,20.25,0.6
1146,7,7,25,9,20.25,0.6
1147,7,7,25,9,20.25,0.6
1148,7,7,25,9,20.25,0.44
1149,7,7,25,9,20.25,0.44
1150,7,7,25,9,20.25,0.44
1151,7,7,25,9,20.25,0.44
1152,7,7,25,9,20.25,0.6
1153,7,7,25,9,20.25,0.6
1154,7,7,25,9,20.25,0.6
1155,7,7,25,9,20.25,0.6
1156,7,7,25,9,20.25,0.6
1157,7,7,25,9,20.25,0.6
1158,7,7,25,9,20.25,0.44
1159,7,7,25,9,20.25,0.44
1160,7,7,25,9,20.25,0.44
1161,7,7,25,9,20.25,0.44
1162,7,7,25,9,20.25,0.44
1163,7,7,25,9,20.25,0.44
1164,7,7,25,9,20.25,0.44
1165,7,7,25,9,20.25,0.44
1166,7,7,25,9,20.25,0.44
1167,7,7,25,9,20.25,0.44
1168,7,7,25,9,20.25,0.6
1169,7,7,25,9,20.25,0.6
1170,7,7,25,9,20.25,0.44
1171,7,7,25,9,20.25,0.44
1172,7,7,25,9,20.25,0.6
1173,7,7,25,9,20.25,0.6
1174,7,7,25,9,20.25,0.6
1175,7,7,25,9,20.25,0.6
1176,7,7,25,9,20.25,0.6
1177,7,7,25,9,20.25,0.6
1178,7,7,25,9,20.25,0.6
1179,7,7,25,9,20.25,0.6
1180,7,7,25,9,20.25,0.6
1181,7,7,25,9,20.25,0.6
1182,7,7,25,9,20.25,0.6
1183,7,7,25,9,20.25,0.6
1184,7,7,25,9,20.25,0.6
1185,7,7,25,9,20.25,0.6
1186,7,7,25,9,20.25,0.6
1187,7,7,25,9,20.25,0.6
1188,7,7,25,9,20.25,0.6
1189,7,7,25,9,20.25,0.6
1190,7,7,25,9,20.25,0.76
